% Model,oc.mph
% Version,COMSOL 5.3.1.180
% Date,"Apr 25 2018, 11:57"
% Table,Table 1 - 
% Time (s),"Temperature (W), Probe Pint","Temperature (degC), average_fuel_temp_probe","Temperature (degC), average_flibe_temp_probe","Temperature (degC), max fuel temp","Temperature (degC), max flibe temp","Temperature (degC), Tp11","Temperature (degC), Tp211","Temperature (degC), Tp221","Temperature (degC), Tp231","Temperature (degC), Tp241","Temperature (degC), Tp31"
87,4.175689779150576E8,752.3958437022931,613.9441221759924,994.096735569059,833.3601767032457,702.1783615329605,754.0466106531088,752.3805654875533,750.760354966179,702.1795458425709,699.0112944104771
88,4.1770362730754757E8,752.4387375452028,613.8223675218866,993.6131572653154,833.1030090526095,702.2204708694952,754.0895322770135,752.4234590665407,750.8032212919846,702.2215955990221,699.0531249150741
89,4.1783827670006245E8,752.4816313880721,613.700612867794,993.1295789615718,832.8458414019736,702.2625802061099,754.132453900913,752.4663526455087,750.846087617811,702.2636453554891,699.094955419652
90,4.179729260925644E8,752.5245252309572,613.5788582136954,992.6460006578283,832.5886737513378,702.3046895427017,754.1753755247954,752.5092462244737,750.8889539436055,702.3056951119725,699.1367859242102
91,4.181075754850226E8,752.5674190738724,613.4571035596442,992.1624223540847,832.3315061007016,702.3467988792745,754.218297148734,752.5521398034135,750.931820269437,702.3477448684434,699.1786164288201
92,4.182422248775209E8,752.6103129167319,613.3353489055256,991.6788440503414,832.0743384500657,702.3889082158299,754.2612187725989,752.5950333823627,750.9746865952383,702.3897946249015,699.2204469334126
93,4.1837687427005404E8,752.6532067596294,613.2135942514115,991.195265746598,831.8171707994296,702.4310175524513,754.3041403964941,752.6379269613202,751.0175529210252,702.4318443813563,699.2622774380127
94,4.1838800131197536E8,752.7142166741816,613.1027002390971,990.837997261648,831.6229804403125,702.4793707097951,754.3655662863044,752.6989330509897,751.0781506852612,702.480196618967,699.3098283092245
95,4.1826470947520584E8,752.7949407702512,613.0036249403867,990.6181810202071,831.4973229165047,702.5345184867534,754.4471287964647,752.7796494470434,751.1580440672864,702.5354073112608,699.3636041693751
96,4.1814141763850415E8,752.8756648663672,612.9045496416878,990.3983647787662,831.3716653926971,702.5896662636951,754.5286913066465,752.8603658431333,751.2379374492572,702.5906180036135,699.4173800295321
97,4.1801812580176747E8,752.9563889624216,612.8054743429493,990.2569524067152,831.2460078688895,702.6448140406461,754.6102538168244,752.9410822392093,751.317830831265,702.6458286959158,699.4711558896911
98,4.17894833965028E8,753.037113058493,612.706399044243,990.4016340155637,831.1203503450819,702.6999618176042,754.6918163270137,753.0217986352769,751.3977242132722,702.7010393882341,699.5249317498858
99,4.1777154212826365E8,753.117837154596,612.6073237455331,990.5463156244119,830.9946928212743,702.7551095945662,754.7733788371698,753.1025150313459,751.4776175952653,702.7562500805263,699.5787076100454
100,4.176482502915923E8,753.1985612506938,612.508248446813,990.69099723326,830.9507695993947,702.8102573715395,754.854941347336,753.1832314273823,751.5575109772591,702.8114607728396,699.6324834701916
